City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Pune,Smartphone,390.0,41693,16260270,2025-02-15
Mumbai,Tablet,70.0,65487,4584090,2025-06-23
Hyderabad,Tablet,370.0,5822,2154140,2025-02-11
Ahmedabad,Smartphone,198.0,37673,7459254,2025-08-20
Bhopal,Watch,352.0,58690,20658880,2025-04-18
Pune,Watch,438.0,56593,24787734,2025-04-28
Mumbai,Monitor,431.0,62847,27087057,2025-11-12
Delhi,Laptop,346.0,64941,22469586,2025-11-04
Pune,Mouse,268.0,86817,23266956,2025-11-03
Mumbai,Headphones,203.0,53010,10761030,2025-12-19
Mumbai,T-Shirt,474.0,22614,10719036,2025-02-12
Chennai,Backpack,103.0,78482,8083646,2025-07-04
Chennai,Printer,218.0,95553,20830554,2025-08-09
Patna,T-Shirt,393.0,76773,30171789,2025-10-09
Patna,Jeans,411.0,84888,34888968,2025-07-12
Ahmedabad,Speaker,309.0,53511,16534899,2025-08-17
Hyderabad,Headphones,394.0,60089,23675066,2025-02-04
Hyderabad,Mouse,255.0,30754,7842270,2025-11-05
Bengaluru,Smartphone,378.0,7427,2807406,2025-02-16
Surat,Laptop,498.0,23974,11939052,2025-07-20
Surat,Backpack,79.0,40182,3174378,2025-10-20
Mumbai,Jeans,40.0,87149,3485960,2025-09-25
Ahmedabad,Jeans,239.0,26967,6445113,2025-05-22
Ahmedabad,Mouse,259.0,34796,9012164,2025-09-11
Patna,Printer,277.0,72146,19984442,2025-01-25
Bengaluru,Keyboard,451.0,16115,7267865,2025-07-15
Kolkata,Printer,193.0,58506,11291658,2025-08-02
Bengaluru,Headphones,286.0,86930,24861980,2025-05-23
Delhi,Mouse,221.0,18127,4006067,2025-05-23
Pune,Mouse,392.0,14836,5815712,2025-10-22
Ahmedabad,Speaker,284.0,90333,25654572,2025-09-19
Ahmedabad,Mouse,288.0,20987,6044256,2025-09-02
Pune,Watch,254.0,77969,19804126,2025-07-20
Surat,Backpack,393.0,37781,14847933,2025-06-02
Bengaluru,Camera,24.0,17303,415272,2025-06-12
Patna,T-Shirt,299.0,4025,1203475,2025-11-11
Pune,Smartphone,220.0,45738,10062360,2025-06-14
Kolkata,Laptop,339.0,32511,11021229,2025-04-08
Surat,Watch,304.0,11633,3536432,2025-12-03
Kochi,Watch,59.0,44749,2640191,2025-03-01
Jaipur,Backpack,20.0,60912,1218240,2025-11-28
Pune,Camera,264.0,55703,14705592,2025-05-01
Bhopal,Mouse,302.0,3414,1031028,2025-06-13
Lucknow,Keyboard,166.0,75543,12540138,2025-02-26
Ahmedabad,Smartphone,354.0,88988,31501752,2025-04-11
Ahmedabad,Tablet,416.0,87975,36597600,2025-06-06
Lucknow,Watch,187.0,57646,10779802,2025-04-16
Surat,Printer,499.0,10372,5175628,2025-09-07
Hyderabad,Watch,25.0,39470,986750,2025-10-13
Patna,Shoes,320.0,97871,31318720,2025-02-23
Kochi,Camera,49.0,78076,3825724,2025-06-09
Mumbai,Camera,411.0,70107,28813977,2025-08-14
Chennai,Backpack,408.0,10548,4303584,2025-11-27
Hyderabad,Tablet,412.0,39809,16401308,2025-07-22
Jaipur,Backpack,103.0,54804,5644812,2025-07-09
Lucknow,Tablet,233.0,88522,20625626,2025-09-06
Mysuru,Laptop,322.0,92687,29845214,2025-09-28
Delhi,Camera,256.0,28412,7273472,2025-11-27
Bhopal,Mouse,138.0,84114,11607732,2025-09-26
Lucknow,Printer,394.0,57349,22595506,2025-10-24
Surat,Laptop,268.0,26799,7182132,2025-06-15
Delhi,Shoes,78.0,98336,7670208,2025-11-25
Hyderabad,Printer,223.0,54273,12102879,2025-06-28
Kochi,Monitor,33.0,83590,2758470,2025-04-28
Pune,Watch,422.0,38123,16087906,2025-11-06
Hyderabad,Speaker,308.0,31450,9686600,2025-07-08
Mumbai,Headphones,99.0,4131,408969,2025-04-26
Kochi,Watch,238.0,64120,15260560,2025-09-14
Pune,Speaker,464.0,5350,2482400,2025-04-06
Hyderabad,Headphones,15.0,34368,515520,2025-05-22
Jaipur,Headphones,330.0,6035,1991550,2025-12-16
Patna,Laptop,29.0,11500,333500,2025-06-20
Hyderabad,Printer,33.0,53847,1776951,2025-06-22
Surat,Monitor,47.0,52521,2468487,2025-12-27
Delhi,Shoes,58.0,75338,4369604,2025-12-17
Mysuru,Smartphone,268.0,87560,23466080,2025-10-25
Mysuru,Tablet,129.0,65570,8458530,2025-02-08
Lucknow,Smartphone,396.0,41579,16465284,2025-06-27
Lucknow,T-Shirt,200.0,98590,19718000,2025-12-08
Mysuru,Keyboard,112.0,19410,2173920,2025-02-06
Chennai,Watch,226.0,54026,12209876,2025-05-28
Lucknow,Laptop,252.0,70422,17746344,2025-06-23
Mumbai,Backpack,280.0,56045,15692600,2025-08-22
Chennai,Watch,451.0,19493,8791343,2025-06-16
Bhopal,Backpack,421.0,40892,17215532,2025-01-21
Mysuru,Camera,18.0,97421,1753578,2025-11-26
Bengaluru,T-Shirt,470.0,88527,41607690,2025-04-09
Jaipur,Keyboard,159.0,84248,13395432,2025-12-12
Mysuru,Jeans,351.0,16497,5790447,2025-09-28
Chennai,Printer,227.0,51417,11671659,2025-01-13
Mysuru,Monitor,131.0,39938,5231878,2025-02-27
Patna,Shoes,153.0,28075,4295475,2025-03-15
Surat,Backpack,451.0,84966,38319666,2025-07-26
Bengaluru,Watch,444.0,10998,4883112,2025-08-16
Bhopal,Keyboard,475.0,44110,20952250,2025-12-14
Mysuru,Monitor,420.0,13659,5736780,2025-03-23
Hyderabad,Tablet,34.0,46618,1585012,2025-07-20
Bhopal,Printer,281.0,97203,27314043,2025-06-15
Bhopal,Laptop,391.0,7328,2865248,2025-11-21
Delhi,Speaker,228.0,84530,19272840,2025-03-01
Pune,Shoes,322.0,40548,13056456,2025-06-19
Mumbai,Smartphone,81.0,33216,2690496,2025-09-23
Patna,Printer,333.0,17551,5844483,2025-10-22
Pune,Jeans,481.0,42364,20377084,2025-08-16
Kochi,T-Shirt,69.0,34667,2392023,2025-03-22
Lucknow,Printer,168.0,37435,6289080,2025-04-03
Pune,Backpack,94.0,52076,4895144,2025-07-27
Mysuru,Camera,115.0,3217,369955,2025-01-18
Surat,Camera,321.0,30477,9783117,2025-02-15
Chennai,Watch,360.0,22619,8142840,2025-01-13
Lucknow,Keyboard,308.0,34599,10656492,2025-03-03
Kolkata,Headphones,485.0,74849,36301765,2025-02-01
Bhopal,Tablet,223.0,59968,13372864,2025-11-16
Mumbai,Shoes,366.0,27126,9928116,2025-04-28
Kochi,Jeans,137.0,38243,5239291,2025-12-16
Pune,Headphones,221.0,27580,6095180,2025-10-07
Kochi,Watch,373.0,89260,33293980,2025-04-14
Delhi,Keyboard,406.0,19629,7969374,2025-01-10
Hyderabad,Shoes,317.0,59610,18896370,2025-04-12
Lucknow,Speaker,332.0,60552,20103264,2025-02-01
Ahmedabad,Headphones,447.0,42868,19161996,2025-12-13
Surat,Shoes,366.0,50765,18579990,2025-12-14
Bhopal,Camera,132.0,10075,1329900,2025-02-18
Bengaluru,Laptop,171.0,31281,5349051,2025-08-12
Lucknow,Speaker,496.0,78911,39139856,2025-12-24
Patna,Laptop,3.0,33747,101241,2025-09-20
Pune,Watch,203.0,88483,17962049,2025-06-05
Mysuru,Tablet,22.0,76585,1684870,2025-03-09
Delhi,Tablet,253.0,44956,11373868,2025-08-05
Mumbai,Backpack,364.0,70023,25488372,2025-07-05
Hyderabad,Smartphone,161.0,6288,1012368,2025-03-16
Kochi,Printer,144.0,98518,14186592,2025-06-14
Hyderabad,Monitor,449.0,35000,15715000,2025-10-27
Patna,Monitor,136.0,68260,9283360,2025-06-14
Mysuru,Headphones,162.0,97082,15727284,2025-08-25
Delhi,Tablet,437.0,86669,37874353,2025-11-26
Ahmedabad,Laptop,97.0,19980,1938060,2025-01-08
Delhi,Laptop,241.0,34608,8340528,2025-03-23
Ahmedabad,Keyboard,60.0,65368,3922080,2025-01-15
Kolkata,T-Shirt,288.0,64096,18459648,2025-08-16
Mumbai,Printer,369.0,19905,7344945,2025-02-12
Mumbai,Shoes,445.0,37739,16793855,2025-03-27
Delhi,T-Shirt,261.0,36255,9462555,2025-10-22
Lucknow,Shoes,299.0,1040,310960,2025-09-25
Lucknow,Headphones,214.0,10570,2261980,2025-04-25
Ahmedabad,Speaker,49.0,43577,2135273,2025-01-10
Surat,Speaker,63.0,52164,3286332,2025-06-19
Mysuru,Smartphone,429.0,42906,18406674,2025-03-01
Mumbai,Mouse,426.0,93260,39728760,2025-11-16
Ahmedabad,Speaker,490.0,35800,17542000,2025-10-22
Bengaluru,Backpack,497.0,6247,3104759,2025-11-20
Ahmedabad,Backpack,486.0,96385,46843110,2025-12-26
Lucknow,Headphones,109.0,6880,749920,2025-11-10
Kolkata,Jeans,29.0,97991,2841739,2025-02-18
Lucknow,Keyboard,48.0,52779,2533392,2025-05-06
Chennai,Jeans,444.0,52786,23436984,2025-02-01
Kochi,Shoes,84.0,51421,4319364,2025-07-10
Surat,Jeans,489.0,86229,42165981,2025-03-04
Hyderabad,Mouse,411.0,57170,23496870,2025-12-26
Mysuru,Watch,463.0,90279,41799177,2025-10-05
Kolkata,Speaker,50.0,48663,2433150,2025-09-07
Ahmedabad,Mouse,454.0,51367,23320618,2025-08-09
Lucknow,Camera,217.0,12325,2674525,2025-07-26
Kolkata,Camera,96.0,57399,5510304,2025-11-14
Mumbai,Laptop,263.0,45293,11912059,2025-08-22
Chennai,Speaker,352.0,94037,33101024,2025-03-16
Jaipur,Speaker,332.0,69270,22997640,2025-02-10
Ahmedabad,Keyboard,41.0,63101,2587141,2025-05-05
Delhi,Speaker,463.0,39875,18462125,2025-04-17
Pune,Watch,292.0,6755,1972460,2025-09-03
Mysuru,Laptop,263.0,14607,3841641,2025-09-14
Pune,Smartphone,238.0,87119,20734322,2025-12-19
Kochi,Watch,182.0,33905,6170710,2025-10-03
Patna,Tablet,9.0,15433,138897,2025-12-22
Ahmedabad,Headphones,403.0,24382,9825946,2025-07-02
Mumbai,Keyboard,449.0,92824,41677976,2025-05-11
Lucknow,T-Shirt,233.0,99767,23245711,2025-11-15
Lucknow,Jeans,136.0,45239,6152504,2025-03-07
Delhi,Smartphone,383.0,79674,30515142,2025-05-28
Surat,Smartphone,223.0,70541,15730643,2025-01-01
Pune,Smartphone,7.0,23009,161063,2025-11-16
Ahmedabad,T-Shirt,208.0,86708,18035264,2025-12-20
Bhopal,Mouse,156.0,81567,12724452,2025-10-12
Bhopal,Speaker,494.0,90978,44943132,2025-11-13
Patna,Watch,45.0,16895,760275,2025-03-01
Chennai,Smartphone,418.0,2582,1079276,2025-12-07
Kochi,Laptop,108.0,63560,6864480,2025-11-05
Surat,Shoes,224.0,82558,18492992,2025-09-07
Mumbai,Watch,395.0,61242,24190590,2025-03-16
Pune,Laptop,60.0,22271,1336260,2025-03-24
Bhopal,Mouse,494.0,64076,31653544,2025-08-01
Kochi,Mouse,300.0,32301,9690300,2025-04-10
Lucknow,Printer,427.0,51845,22137815,2025-01-11
Bengaluru,Smartphone,323.0,93966,30351018,2025-07-14
Kochi,Mouse,378.0,76346,28858788,2025-10-24
Jaipur,Watch,19.0,64397,1223543,2025-07-16
Jaipur,Camera,372.0,80649,30001428,2025-11-27
Kochi,Mouse,119.0,94123,11200637,2025-01-17
Bengaluru,Keyboard,296.0,41899,12402104,2025-09-03
Hyderabad,Monitor,332.0,55175,18318100,2025-08-04
Ahmedabad,Camera,481.0,85196,40979276,2025-06-15
Bhopal,Keyboard,11.0,21646,238106,2025-05-24
Chennai,Mouse,177.0,57924,10252548,2025-04-17
Chennai,Camera,466.0,90280,42070480,2025-06-20
Kochi,Printer,367.0,86608,31785136,2025-08-05
Mysuru,Watch,371.0,93742,34778282,2025-07-14
Kochi,Speaker,335.0,96783,32422305,2025-06-26
Ahmedabad,Jeans,498.0,21737,10825026,2025-10-07
Hyderabad,T-Shirt,384.0,11797,4530048,2025-11-16
Delhi,Headphones,103.0,20988,2161764,2025-10-16
Mumbai,Jeans,213.0,65213,13890369,2025-05-08
Chennai,Tablet,25.0,2876,71900,2025-06-09
Kolkata,Speaker,82.0,23400,1918800,2025-09-02
Patna,Smartphone,173.0,56942,9850966,2025-02-20
Chennai,Smartphone,288.0,29872,8603136,2025-08-09
Kolkata,Jeans,182.0,6617,1204294,2025-09-09
Mysuru,Headphones,437.0,90957,39748209,2025-09-20
Surat,Smartphone,362.0,7108,2573096,2025-08-26
Ahmedabad,Printer,387.0,15039,5820093,2025-02-26
Lucknow,Camera,401.0,13852,5554652,2025-09-02
Jaipur,Smartphone,86.0,83065,7143590,2025-02-28
Chennai,Monitor,186.0,21082,3921252,2025-12-10
Bhopal,Mouse,391.0,66808,26121928,2025-08-24
Kochi,Smartphone,79.0,85315,6739885,2025-06-11
Kochi,Headphones,63.0,26962,1698606,2025-08-14
Patna,Jeans,4.0,32654,130616,2025-08-11
Hyderabad,Tablet,88.0,11671,1027048,2025-05-12
Bhopal,Jeans,213.0,47770,10175010,2025-11-22
Chennai,Headphones,386.0,99263,38315518,2025-09-14
Patna,Shoes,71.0,56706,4026126,2025-07-14
Mysuru,Mouse,488.0,68153,33258664,2025-11-12
Bengaluru,Mouse,75.0,1803,135225,2025-12-26
Jaipur,Smartphone,44.0,44842,1973048,2025-06-13
Patna,Headphones,223.0,8556,1907988,2025-07-25
Bengaluru,Speaker,473.0,84578,40005394,2025-03-19
Bengaluru,Speaker,366.0,87054,31861764,2025-09-10
Pune,Keyboard,454.0,89743,40743322,2025-12-18
Kochi,Watch,370.0,97846,36203020,2025-06-12
Bengaluru,Printer,144.0,69678,10033632,2025-10-05
Bhopal,Keyboard,229.0,84894,19440726,2025-04-18
Lucknow,Jeans,317.0,85963,27250271,2025-08-23
Kolkata,Monitor,416.0,85533,35581728,2025-07-25
Chennai,Monitor,155.0,11546,1789630,2025-01-18
Kolkata,Keyboard,372.0,94725,35237700,2025-12-05
Jaipur,Tablet,146.0,28514,4163044,2025-02-17
Jaipur,Watch,267.0,45157,12056919,2025-11-06
Bengaluru,Laptop,456.0,71270,32499120,2025-10-09
Chennai,Printer,397.0,40338,16014186,2025-12-14
Jaipur,Smartphone,375.0,8357,3133875,2025-06-09
Surat,Tablet,182.0,16728,3044496,2025-01-25
Surat,Smartphone,230.0,39554,9097420,2025-10-24
Bengaluru,Mouse,174.0,31445,5471430,2025-12-19
Lucknow,T-Shirt,458.0,82779,37912782,2025-11-18
Kochi,Camera,120.0,46419,5570280,2025-05-10
Surat,Jeans,418.0,94197,39374346,2025-10-22
Delhi,T-Shirt,194.0,68613,13310922,2025-12-08
Mumbai,Backpack,265.0,76832,20360480,2025-04-27
Patna,Backpack,233.0,13343,3108919,2025-03-23
Pune,Printer,211.0,11240,2371640,2025-02-02
Pune,Monitor,67.0,62923,4215841,2025-04-15
Mumbai,Backpack,347.0,69477,24108519,2025-07-19
Jaipur,Tablet,399.0,52244,20845356,2025-05-19
Ahmedabad,Speaker,217.0,58182,12625494,2025-12-16
Bhopal,Keyboard,422.0,21844,9218168,2025-03-17
Delhi,Mouse,365.0,60493,22079945,2025-03-23
Jaipur,Printer,271.0,15974,4328954,2025-12-07
Ahmedabad,Mouse,17.0,98344,1671848,2025-03-18
Kolkata,Monitor,488.0,16066,7840208,2025-10-28
Pune,Smartphone,62.0,48942,3034404,2025-10-10
Bengaluru,Tablet,79.0,15932,1258628,2025-06-10
Kolkata,Watch,151.0,64191,9692841,2025-01-26
Delhi,Headphones,402.0,77783,31268766,2025-07-02
Mysuru,Monitor,157.0,37656,5911992,2025-04-06
Kochi,T-Shirt,251.0,773,194023,2025-02-18
Kolkata,Smartphone,446.0,6356,2834776,2025-07-16
Lucknow,Watch,290.0,59793,17339970,2025-06-26
Pune,Mouse,428.0,94876,40606928,2025-10-05
Patna,Headphones,259.0,83922,21735798,2025-08-25
Ahmedabad,Speaker,230.0,20027,4606210,2025-12-11
Mumbai,Jeans,320.0,87597,28031040,2025-10-14
Pune,Shoes,461.0,52325,24121825,2025-06-18
Bengaluru,Speaker,456.0,58577,26711112,2025-12-09
Surat,Smartphone,444.0,22207,9859908,2025-12-01
Lucknow,Speaker,408.0,93220,38033760,2025-05-18
Surat,Smartphone,330.0,73815,24358950,2025-02-07
Lucknow,Tablet,296.0,99802,29541392,2025-01-19
Jaipur,Shoes,385.0,62868,24204180,2025-09-01
Mumbai,Speaker,480.0,70211,33701280,2025-03-01
Hyderabad,Jeans,106.0,32650,3460900,2025-12-27
Mysuru,Camera,228.0,11594,2643432,2025-09-20
Kolkata,Keyboard,302.0,6396,1931592,2025-08-28
Mysuru,Laptop,175.0,57780,10111500,2025-03-14
Bengaluru,Printer,271.0,42099,11408829,2025-07-09
Mumbai,Smartphone,51.0,71512,3647112,2025-03-10
Delhi,Headphones,131.0,12247,1604357,2025-03-10
Pune,Speaker,87.0,8221,715227,2025-10-11
Delhi,Laptop,366.0,8167,2989122,2025-05-13
Mumbai,Backpack,73.0,54609,3986457,2025-06-09
Pune,Printer,461.0,16355,7539655,2025-01-07
Chennai,Jeans,306.0,77312,23657472,2025-04-16
Jaipur,Jeans,259.0,50969,13200971,2025-02-09
Bengaluru,Backpack,238.0,72998,17373524,2025-07-03
Ahmedabad,Laptop,209.0,83539,17459651,2025-04-01
Hyderabad,Tablet,494.0,77330,38201020,2025-11-04
Chennai,Jeans,285.0,85900,24481500,2025-03-10
Lucknow,Keyboard,229.0,11498,2633042,2025-11-17
Chennai,Jeans,496.0,19160,9503360,2025-06-18
Delhi,Jeans,126.0,70955,8940330,2025-07-18
Ahmedabad,Laptop,1.0,61402,61402,2025-10-10
Surat,Headphones,1.0,8387,8387,2025-08-09
Lucknow,Watch,430.0,89628,38540040,2025-07-12
Kochi,Speaker,109.0,77197,8414473,2025-09-10
Bengaluru,Headphones,379.0,70504,26721016,2025-10-03
Hyderabad,Smartphone,203.0,92044,18684932,2025-02-27
Delhi,T-Shirt,285.0,37129,10581765,2025-07-07
Lucknow,Tablet,491.0,42220,20730020,2025-11-11
Surat,Watch,386.0,93266,36000676,2025-08-09
Chennai,Speaker,165.0,45278,7470870,2025-04-15
Lucknow,Backpack,9.0,91181,820629,2025-03-21
Mysuru,Laptop,312.0,62959,19643208,2025-01-01
Surat,Headphones,212.0,73348,15549776,2025-12-23
Ahmedabad,Jeans,202.0,71033,14348666,2025-02-26
Mysuru,Speaker,334.0,10661,3560774,2025-09-01
Mysuru,Printer,418.0,88529,37005122,2025-08-22
Mumbai,Backpack,498.0,49832,24816336,2025-10-12
Pune,Headphones,430.0,91861,39500230,2025-01-04
Ahmedabad,Backpack,480.0,25795,12381600,2025-08-01
Chennai,T-Shirt,11.0,99907,1098977,2025-05-22
Mysuru,T-Shirt,184.0,25601,4710584,2025-02-27
Lucknow,Speaker,156.0,94584,14755104,2025-04-08
Ahmedabad,Backpack,19.0,37299,708681,2025-08-23
Bhopal,Camera,108.0,1435,154980,2025-04-27
Surat,Keyboard,57.0,36852,2100564,2025-10-17
Ahmedabad,Headphones,283.0,25897,7328851,2025-11-24
Lucknow,Speaker,350.0,79532,27836200,2025-10-06
Mumbai,Camera,66.0,98276,6486216,2025-02-05
Hyderabad,Monitor,292.0,30379,8870668,2025-09-24
Patna,Watch,99.0,89364,8847036,2025-01-23
Surat,Tablet,315.0,33650,10599750,2025-11-18
Mysuru,Mouse,2.0,56482,112964,2025-11-22
Surat,Laptop,438.0,42836,18762168,2025-07-28
Pune,Watch,63.0,89651,5648013,2025-09-15
Ahmedabad,Backpack,265.0,99986,26496290,2025-01-24
Chennai,Laptop,143.0,55558,7944794,2025-09-15
Kolkata,Laptop,201.0,26007,5227407,2025-06-03
Mysuru,Camera,414.0,3825,1583550,2025-12-08
Bhopal,Keyboard,491.0,10257,5036187,2025-04-07
Delhi,Backpack,160.0,8737,1397920,2025-11-21
Mumbai,Laptop,246.0,57116,14050536,2025-01-19
Patna,Speaker,479.0,44317,21227843,2025-05-08
Mumbai,Mouse,123.0,45169,5555787,2025-01-27
Kolkata,Tablet,407.0,31530,12832710,2025-02-25
Lucknow,Camera,225.0,13039,2933775,2025-11-15
Lucknow,Smartphone,44.0,8454,371976,2025-01-13
Kolkata,Monitor,435.0,91380,39750300,2025-02-26
Delhi,Laptop,471.0,58423,27517233,2025-01-10
Lucknow,Speaker,222.0,9123,2025306,2025-02-22
Bengaluru,Tablet,27.0,39155,1057185,2025-07-13
Mumbai,Camera,386.0,54384,20992224,2025-04-28
Lucknow,Jeans,338.0,82289,27813682,2025-01-15
Pune,Mouse,408.0,56612,23097696,2025-10-20
Mumbai,Backpack,334.0,89075,29751050,2025-01-15
Jaipur,Backpack,301.0,25728,7744128,2025-02-04
Bengaluru,Camera,366.0,9353,3423198,2025-10-26
Kochi,Shoes,464.0,75632,35093248,2025-03-21
Jaipur,Watch,182.0,55682,10134124,2025-08-24
Lucknow,Mouse,96.0,32370,3107520,2025-03-26
Bengaluru,Laptop,66.0,41350,2729100,2025-10-14
Jaipur,Speaker,387.0,47390,18339930,2025-05-19
Mysuru,Tablet,398.0,19587,7795626,2025-03-16
Hyderabad,Camera,176.0,38650,6802400,2025-06-01
Jaipur,Camera,337.0,89406,30129822,2025-03-02
Chennai,Tablet,420.0,73828,31007760,2025-01-14
Kolkata,Shoes,500.0,26763,13381500,2025-11-07
Patna,Smartphone,175.0,25319,4430825,2025-11-16
Bhopal,T-Shirt,240.0,79112,18986880,2025-12-11
Kochi,Camera,290.0,44495,12903550,2025-10-10
Pune,Backpack,84.0,14242,1196328,2025-08-26
Mysuru,Laptop,254.0,29257,7431278,2025-01-21
Chennai,T-Shirt,118.0,61649,7274582,2025-10-07
Chennai,Mouse,377.0,43952,16569904,2025-12-13
Chennai,Keyboard,95.0,1381,131195,2025-06-01
Mumbai,Backpack,16.0,73204,1171264,2025-02-05
Hyderabad,Mouse,100.0,83250,8325000,2025-10-25
Kolkata,Laptop,500.0,4390,2195000,2025-04-07
Hyderabad,Headphones,113.0,34840,3936920,2025-12-06
Kolkata,Printer,284.0,32739,9297876,2025-03-07
Bengaluru,Headphones,432.0,34813,15039216,2025-02-01
Kochi,Speaker,71.0,50166,3561786,2025-11-26
Mysuru,Smartphone,174.0,28056,4881744,2025-05-15
Chennai,Backpack,415.0,49304,20461160,2025-11-06
Jaipur,Jeans,320.0,57348,18351360,2025-12-03
Mumbai,Headphones,452.0,17643,7974636,2025-04-07
Jaipur,Keyboard,356.0,49554,17641224,2025-06-20
Pune,Speaker,126.0,6554,825804,2025-10-19
Chennai,Printer,275.0,39059,10741225,2025-03-11
Chennai,Laptop,323.0,37209,12018507,2025-03-28
Jaipur,Camera,454.0,64592,29324768,2025-04-24
Mumbai,Jeans,241.0,87466,21079306,2025-10-03
Delhi,Tablet,199.0,98975,19696025,2025-11-25
Jaipur,Backpack,256.0,68512,17539072,2025-08-06
Kolkata,T-Shirt,192.0,69375,13320000,2025-12-16
Bhopal,Mouse,243.0,35671,8668053,2025-10-13
Surat,Monitor,405.0,77043,31202415,2025-11-02
Chennai,Shoes,459.0,27107,12442113,2025-08-28
Chennai,Keyboard,112.0,40607,4547984,2025-07-13
Lucknow,Headphones,479.0,49534,23726786,2025-05-18
Mumbai,Headphones,385.0,11513,4432505,2025-05-15
Jaipur,Backpack,118.0,77041,9090838,2025-01-15
Jaipur,Camera,173.0,56350,9748550,2025-08-15
Pune,Keyboard,189.0,65713,12419757,2025-06-09
Pune,Laptop,92.0,58392,5372064,2025-04-09
Surat,Smartphone,184.0,11302,2079568,2025-05-27
Jaipur,Tablet,280.0,84865,23762200,2025-02-26
Hyderabad,Monitor,117.0,13398,1567566,2025-02-03
Kolkata,Laptop,280.0,26754,7491120,2025-06-07
Surat,Backpack,129.0,40177,5182833,2025-12-27
Patna,Speaker,433.0,36474,15793242,2025-04-23
Lucknow,Headphones,438.0,99116,43412808,2025-12-24
Jaipur,Monitor,134.0,1618,216812,2025-05-10
Kochi,Backpack,401.0,53428,21424628,2025-07-27
Lucknow,Jeans,336.0,2058,691488,2025-08-21
Jaipur,Jeans,488.0,20066,9792208,2025-07-08
Chennai,T-Shirt,384.0,28008,10755072,2025-08-08
Jaipur,Camera,403.0,72932,29391596,2025-08-24
Kochi,Mouse,175.0,11755,2057125,2025-06-28
Chennai,Keyboard,395.0,91980,36332100,2025-07-07
Ahmedabad,Mouse,437.0,73696,32205152,2025-01-12
Delhi,Camera,448.0,17322,7760256,2025-05-24
Bengaluru,Mouse,415.0,86856,36045240,2025-06-11
Chennai,Keyboard,218.0,90384,19703712,2025-07-25
Patna,T-Shirt,276.0,39774,10977624,2025-06-19
Bengaluru,Camera,403.0,4721,1902563,2025-03-05
Kolkata,Camera,323.0,79536,25690128,2025-10-19
Kochi,Keyboard,196.0,27265,5343940,2025-07-03
Jaipur,Keyboard,97.0,62730,6084810,2025-02-11
Lucknow,Mouse,328.0,40430,13261040,2025-02-06
Mumbai,Speaker,284.0,23783,6754372,2025-01-27
Bhopal,Camera,251.0,4017,1008267,2025-03-07
Mumbai,Monitor,494.0,51079,25233026,2025-05-07
Chennai,Watch,338.0,69233,23400754,2025-02-15
Bengaluru,Backpack,266.0,1947,517902,2025-03-11
Kochi,Monitor,211.0,51762,10921782,2025-03-04
Delhi,Tablet,215.0,63185,13584775,2025-12-03
Pune,Monitor,444.0,27563,12237972,2025-03-28
Chennai,Watch,222.0,93518,20760996,2025-11-16
Delhi,Camera,295.0,41173,12146035,2025-10-07
Jaipur,T-Shirt,351.0,60656,21290256,2025-05-07
Bengaluru,Headphones,229.0,8884,2034436,2025-07-20
Patna,Shoes,270.0,43608,11774160,2025-10-16
Ahmedabad,Mouse,295.0,5622,1658490,2025-12-03
Hyderabad,Speaker,452.0,60309,27259668,2025-06-23
Kochi,T-Shirt,406.0,39487,16031722,2025-07-20
Kochi,Jeans,436.0,23454,10225944,2025-07-08
Delhi,Monitor,317.0,96607,30624419,2025-07-15
Pune,Monitor,338.0,24544,8295872,2025-12-19
Mumbai,Keyboard,358.0,6223,2227834,2025-04-28
Delhi,Watch,452.0,82824,37436448,2025-09-10
Surat,Monitor,35.0,91994,3219790,2025-12-24
Mysuru,Shoes,466.0,65182,30374812,2025-07-25
Jaipur,Smartphone,189.0,10531,1990359,2025-02-17
Patna,Jeans,167.0,54252,9060084,2025-08-06
Hyderabad,Shoes,260.0,6350,1651000,2025-08-01
Mumbai,Speaker,356.0,89055,31703580,2025-12-15
Pune,Backpack,382.0,52842,20185644,2025-04-13
Bengaluru,Laptop,129.0,15531,2003499,2025-12-05
Kolkata,Speaker,384.0,61349,23558016,2025-08-15
Mumbai,Smartphone,281.0,86617,24339377,2025-04-23
Ahmedabad,Headphones,242.0,37087,8975054,2025-03-06
Kochi,Laptop,311.0,13674,4252614,2025-03-10
Mumbai,Tablet,380.0,51729,19657020,2025-03-03
Surat,Jeans,6.0,89285,535710,2025-05-05
Ahmedabad,Backpack,92.0,28899,2658708,2025-12-02
Mysuru,Speaker,273.0,28833,7871409,2025-08-23
Bengaluru,Printer,326.0,69034,22505084,2025-11-22
Bhopal,Speaker,460.0,13973,6427580,2025-07-23
Hyderabad,Mouse,27.0,78907,2130489,2025-01-02
Patna,Keyboard,393.0,26942,10588206,2025-04-12
Mysuru,Shoes,103.0,12478,1285234,2025-01-14
Bengaluru,Laptop,173.0,25685,4443505,2025-11-22
Mumbai,Shoes,491.0,13161,6462051,2025-11-06
Bhopal,Headphones,23.0,54984,1264632,2025-09-04
Kochi,Backpack,166.0,74169,12312054,2025-11-07
Lucknow,Shoes,479.0,71502,34249458,2025-07-14
Mumbai,Shoes,110.0,14378,1581580,2025-06-11
Delhi,Laptop,206.0,86220,17761320,2025-06-01
